,Feature,T-Statistic,P-Value,Corrected P-Value
653,Cells_Texture_Correlation_RNA_5_00_256,7.731677502042923,1.356288753574433e-07,4.849759785508579e-06
654,Cells_Texture_Correlation_RNA_5_01_256,4.848545000785638,0.00018425177131281364,0.0016660313421388512
655,Cells_Texture_Correlation_RNA_5_02_256,7.103092342978575,4.954343313198623e-07,1.3595639789707849e-05
656,Cells_Texture_Correlation_RNA_5_03_256,6.801490913653864,3.333360785587837e-06,6.218760042677704e-05
838,Cells_Texture_InfoMeas1_AGP_10_01_256,-3.317188269993718,0.005354635683553713,0.028333946666338032
839,Cells_Texture_InfoMeas1_AGP_10_02_256,-3.367189415529621,0.0035720298818724236,0.020221913050318112
846,Cells_Texture_InfoMeas1_AGP_5_01_256,-3.029569662436176,0.006354914770871946,0.032392222158224175
861,Cells_Texture_InfoMeas1_ER_10_00_256,-4.118757689762816,0.0006160036500475502,0.004622475720547595
862,Cells_Texture_InfoMeas1_ER_10_01_256,-3.386725799311887,0.004367375800245723,0.02369426870937909
863,Cells_Texture_InfoMeas1_ER_10_02_256,-3.1977999047448695,0.004033902094428623,0.022062593146817033
873,Cells_Texture_InfoMeas1_Mito_10_00_256,-4.917793686229282,6.203641322051323e-05,0.0006715868587174826
874,Cells_Texture_InfoMeas1_Mito_10_01_256,-4.047160720484237,0.0009998034374594721,0.006829337517812892
875,Cells_Texture_InfoMeas1_Mito_10_02_256,-4.3956918831815806,0.00022069465276303187,0.0019362058755418412
876,Cells_Texture_InfoMeas1_Mito_10_03_256,-4.010388874897079,0.0009543019633454433,0.006594883260601013
881,Cells_Texture_InfoMeas1_Mito_5_00_256,-3.0692146261833977,0.00559860479422244,0.02926402505950157
882,Cells_Texture_InfoMeas1_Mito_5_01_256,-3.713785600638412,0.0011486862659909234,0.0077565081194236885
883,Cells_Texture_InfoMeas1_Mito_5_02_256,-2.899232705526395,0.00865757404218974,0.041696369688228783
884,Cells_Texture_InfoMeas1_Mito_5_03_256,-3.8046533227362884,0.0010498856722460583,0.007119914329024993
885,Cells_Texture_InfoMeas1_RNA_10_00_256,-4.950452926842523,8.100104288259414e-05,0.0008439843761718418
886,Cells_Texture_InfoMeas1_RNA_10_01_256,-5.406491399461123,2.4549429892365007e-05,0.0003057343247809046
887,Cells_Texture_InfoMeas1_RNA_10_02_256,-3.9433783546906525,0.0006895151392755832,0.005045754197489539
888,Cells_Texture_InfoMeas1_RNA_10_03_256,-4.8388668124707825,0.00013174383290212726,0.0012638839254025217
897,Cells_Texture_InfoMeas2_AGP_10_00_256,4.8349326165939726,0.00011644356483753994,0.0011498193013246621
898,Cells_Texture_InfoMeas2_AGP_10_01_256,4.268744149957339,0.0004217933621324788,0.003380075839160102
899,Cells_Texture_InfoMeas2_AGP_10_02_256,4.974943643507824,7.873605091403972e-05,0.0008240225284130098
900,Cells_Texture_InfoMeas2_AGP_10_03_256,3.783300500274935,0.0013442103727324493,0.00879982379930258
901,Cells_Texture_InfoMeas2_AGP_3_00_256,5.447214835672482,1.5491955581315432e-05,0.00020773304074945693
902,Cells_Texture_InfoMeas2_AGP_3_01_256,5.9858481261530505,5.7931224930871705e-06,9.77086911185226e-05
903,Cells_Texture_InfoMeas2_AGP_3_02_256,5.53932376481523,1.3529815759170612e-05,0.0001867272818224716
904,Cells_Texture_InfoMeas2_AGP_3_03_256,5.813188406600209,8.933196775592764e-06,0.0001360151250993479
905,Cells_Texture_InfoMeas2_AGP_5_00_256,5.831352372156799,8.144659558604544e-06,0.00012604194464463427
906,Cells_Texture_InfoMeas2_AGP_5_01_256,5.814919042291205,1.2089520446596434e-05,0.0001745031697490372
907,Cells_Texture_InfoMeas2_AGP_5_02_256,5.90305616447302,8.916406686597883e-06,0.0001360151250993479
908,Cells_Texture_InfoMeas2_AGP_5_03_256,5.405208325636357,2.975220392573808e-05,0.00036007795520380444
921,Cells_Texture_InfoMeas2_ER_10_00_256,3.0540317876930643,0.006088524916134941,0.031304833991456345
925,Cells_Texture_InfoMeas2_ER_3_00_256,4.39137114331297,0.0004406251907666739,0.003495379664569245
926,Cells_Texture_InfoMeas2_ER_3_01_256,4.607467075630763,0.0001873288878587609,0.0016873899822392204
927,Cells_Texture_InfoMeas2_ER_3_02_256,4.193997316820745,0.000508206077155542,0.003938805721139833
928,Cells_Texture_InfoMeas2_ER_3_03_256,4.622837183216651,0.00019153307741360599,0.0017186998581601145
929,Cells_Texture_InfoMeas2_ER_5_00_256,4.85333619207803,0.000126020132566151,0.0012238992298605612
930,Cells_Texture_InfoMeas2_ER_5_01_256,3.8355998806997764,0.0009632316992039304,0.006646862017898467
931,Cells_Texture_InfoMeas2_ER_5_02_256,4.09457494339915,0.0005160060523213658,0.003979654521171318
932,Cells_Texture_InfoMeas2_ER_5_03_256,3.649380105759505,0.0015080211749555876,0.00980421480136415
933,Cells_Texture_InfoMeas2_Mito_10_00_256,3.6787301668961097,0.0012558326552282518,0.008313506497443687
935,Cells_Texture_InfoMeas2_Mito_10_02_256,3.2031632817740703,0.004017086572169278,0.02199611208890834
937,Cells_Texture_InfoMeas2_Mito_3_00_256,3.872038052842409,0.0007755808990627939,0.005571905393571365
938,Cells_Texture_InfoMeas2_Mito_3_01_256,4.1088350214647935,0.00043146988898316684,0.0034342965868474663
939,Cells_Texture_InfoMeas2_Mito_3_02_256,3.487891276825662,0.0019863735836233814,0.012368975349211558
940,Cells_Texture_InfoMeas2_Mito_3_03_256,4.138487652773021,0.0004005846834185918,0.003226552398866473
941,Cells_Texture_InfoMeas2_Mito_5_00_256,4.401866178220247,0.00020837959355211392,0.0018487813563270257
942,Cells_Texture_InfoMeas2_Mito_5_01_256,4.036041293463907,0.0005293591754580082,0.004062724078311868
943,Cells_Texture_InfoMeas2_Mito_5_02_256,3.956095361797677,0.000636384905958536,0.004767836120832206
944,Cells_Texture_InfoMeas2_Mito_5_03_256,4.05423273434988,0.0004990375203518,0.003874107065888974
945,Cells_Texture_InfoMeas2_RNA_10_00_256,4.824141755775156,0.0001297714448968287,0.001247497392898231
946,Cells_Texture_InfoMeas2_RNA_10_01_256,3.7564391981525493,0.0013217292231919157,0.008676720352525511
947,Cells_Texture_InfoMeas2_RNA_10_02_256,4.286320727301956,0.0003666100399930087,0.002983447222012071
948,Cells_Texture_InfoMeas2_RNA_10_03_256,3.5654431632682253,0.001980713783269076,0.012350025174412204
949,Cells_Texture_InfoMeas2_RNA_3_00_256,6.036305721226505,1.5087491536125771e-05,0.00020463494267388977
950,Cells_Texture_InfoMeas2_RNA_3_01_256,6.033780059771143,1.0610321952482157e-05,0.00015699285145992408
951,Cells_Texture_InfoMeas2_RNA_3_02_256,5.441949864426261,3.594034157044757e-05,0.0004198970599319617
952,Cells_Texture_InfoMeas2_RNA_3_03_256,5.959946702141944,1.2214922730235753e-05,0.00017515411728570365
953,Cells_Texture_InfoMeas2_RNA_5_00_256,6.360312557305874,6.277378584298613e-06,0.00010344059300744092
954,Cells_Texture_InfoMeas2_RNA_5_01_256,5.593669418337283,2.1211922183888928e-05,0.00027206595844553186
955,Cells_Texture_InfoMeas2_RNA_5_02_256,5.543842513785368,2.234063541979946e-05,0.00028119413115054254
956,Cells_Texture_InfoMeas2_RNA_5_03_256,5.346232570908042,3.903710886056387e-05,0.00044506075802382
1258,Cytoplasm_AreaShape_BoundingBoxArea,-5.976490335972608,1.297999132115986e-05,0.00018097380449237397
1265,Cytoplasm_AreaShape_Compactness,-6.570623114131514,1.1021267265032604e-06,2.4654209237418903e-05
1266,Cytoplasm_AreaShape_Eccentricity,-6.669288250500869,9.04423305170786e-07,2.1451648243246783e-05
1269,Cytoplasm_AreaShape_Extent,6.7315970862774135,7.779174127236414e-07,1.953069248965738e-05
1270,Cytoplasm_AreaShape_FormFactor,6.720966279859643,1.0430618004318823e-06,2.385814536753394e-05
1271,Cytoplasm_AreaShape_MajorAxisLength,-7.406960336896124,5.345540669706209e-07,1.4417686834864749e-05
1272,Cytoplasm_AreaShape_MaxFeretDiameter,-6.568243349991114,2.4188823031900023e-06,4.6984051321221445e-05
1279,Cytoplasm_AreaShape_Perimeter,-6.093457706616688,9.18011638378226e-06,0.00013843498188962388
1280,Cytoplasm_AreaShape_Solidity,7.0220853290724135,3.7823671385775217e-07,1.0952621407414665e-05
1281,Cytoplasm_AreaShape_Zernike_0_0,6.591895994142899,1.2498331120571001e-06,2.7311168004210705e-05
1282,Cytoplasm_AreaShape_Zernike_1_1,3.771725176212804,0.0010045561508335438,0.006842489393097177
1283,Cytoplasm_AreaShape_Zernike_2_0,6.299368560110871,2.137738806727852e-06,4.3083444596264874e-05
1287,Cytoplasm_AreaShape_Zernike_4_0,6.248819190874169,3.359851298048523e-05,0.0003974560934032338
1288,Cytoplasm_AreaShape_Zernike_4_2,-4.750034622557888,0.00030530887606889566,0.00254603868382542
1290,Cytoplasm_AreaShape_Zernike_5_1,6.7755942203388315,7.178779407592236e-07,1.8315588542613706e-05
1291,Cytoplasm_AreaShape_Zernike_5_3,-4.778197410363342,0.0001381461754517293,0.0013172726224892168
1293,Cytoplasm_AreaShape_Zernike_6_0,8.18218477501104,3.676167366590579e-07,1.0777335385284183e-05
1294,Cytoplasm_AreaShape_Zernike_6_2,5.9666647154689,4.464605449626532e-06,7.892486038291097e-05
1295,Cytoplasm_AreaShape_Zernike_6_4,-7.332922886630167,7.3692026194764314e-06,0.00011555693144162378
1296,Cytoplasm_AreaShape_Zernike_6_6,-3.519410909581562,0.0023301584408742184,0.014082391601698222
1297,Cytoplasm_AreaShape_Zernike_7_1,6.14511096008904,3.521316866083186e-06,6.467165606191687e-05
1299,Cytoplasm_AreaShape_Zernike_7_5,-8.906603258315684,6.876813520946717e-08,2.7048799849057086e-06
1301,Cytoplasm_AreaShape_Zernike_8_0,5.366402098725675,9.738139892089527e-05,0.0009800430765599694
1302,Cytoplasm_AreaShape_Zernike_8_2,5.690478812338139,8.743042648917622e-06,0.00013398428994445188
1304,Cytoplasm_AreaShape_Zernike_8_6,-8.141172021681493,2.431095879235725e-07,7.859433253419603e-06
1305,Cytoplasm_AreaShape_Zernike_8_8,-4.89946823145656,6.192061010599741e-05,0.0006715868587174826
1306,Cytoplasm_AreaShape_Zernike_9_1,4.623313636052316,0.00017534663739165974,0.0015977531438004517
1308,Cytoplasm_AreaShape_Zernike_9_5,-3.589700593268408,0.0035169692687293786,0.01995203719759936
1309,Cytoplasm_AreaShape_Zernike_9_7,-5.949686085784559,7.312381797206822e-06,0.00011543291666493713
1311,Cytoplasm_Correlation_Correlation_AGP_DNA,5.9913934760363885,1.3155042832871868e-05,0.00018262294756222122
1312,Cytoplasm_Correlation_Correlation_AGP_ER,9.230927231168756,1.1587359343408927e-08,6.038296824556084e-07
1313,Cytoplasm_Correlation_Correlation_AGP_Mito,6.22699790497195,6.70809856316346e-06,0.00010806220210966392
1314,Cytoplasm_Correlation_Correlation_AGP_RNA,6.568794332041677,1.0814896990979256e-06,2.43077684749629e-05
1315,Cytoplasm_Correlation_Correlation_DNA_ER,5.035143399197744,5.0433818900790545e-05,0.00055667140482229
1316,Cytoplasm_Correlation_Correlation_DNA_Mito,5.6954043165513735,8.458007922153406e-06,0.00013003842798880807
1317,Cytoplasm_Correlation_Correlation_DNA_RNA,6.464352196202769,4.867338314867105e-06,8.508828461545457e-05
1318,Cytoplasm_Correlation_Correlation_ER_Mito,4.379493506369272,0.0002921702950275282,0.0024451131073225762
1319,Cytoplasm_Correlation_Correlation_ER_RNA,5.655854959126647,2.1436994947854732e-05,0.0002727294235953486
1320,Cytoplasm_Correlation_Correlation_Mito_RNA,3.6476639476295527,0.0016314172943129566,0.010405796796158318
1342,Cytoplasm_Correlation_Manders_AGP_ER,-3.982954528972191,0.0005875321771687434,0.004425006566548383
1343,Cytoplasm_Correlation_Manders_AGP_Mito,-3.9367640698052653,0.0008110439264523521,0.0057652520073119004
1344,Cytoplasm_Correlation_Manders_AGP_RNA,-5.165622335006867,3.194548723745423e-05,0.00037980528906998473
1351,Cytoplasm_Correlation_Manders_ER_Mito,-2.9963595324498384,0.006749988717147798,0.034147852888464746
1360,Cytoplasm_Correlation_Manders_RNA_Mito,-3.346830650934484,0.003024385176278812,0.017472580210570368
1372,Cytoplasm_Correlation_RWC_AGP_ER,-3.28653191520041,0.0033177551070460174,0.018981580733645094
1373,Cytoplasm_Correlation_RWC_AGP_Mito,-2.9522440214358463,0.0083399330878015,0.04064488499610101
1374,Cytoplasm_Correlation_RWC_AGP_RNA,-4.009053931832383,0.0005660164809062553,0.004302089838772182
1382,Cytoplasm_Correlation_RWC_ER_RNA,13.762125185849431,1.9241035168598815e-12,8.256153272344218e-10
1383,Cytoplasm_Correlation_RWC_Mito_AGP,3.5158699950184054,0.004222294963262701,0.02293352385109315
1391,Cytoplasm_Granularity_10_AGP,3.5775269091530193,0.002219586657583108,0.0136234707721616
1393,Cytoplasm_Granularity_10_ER,4.280488531308611,0.00031573004129842026,0.002623672174169971
1394,Cytoplasm_Granularity_10_Mito,3.497550981480828,0.0023156385724440657,0.014037567412365162
1395,Cytoplasm_Granularity_10_RNA,5.108710057074122,4.206496873434591e-05,0.00047499199145003033
1396,Cytoplasm_Granularity_11_AGP,3.8109737574951352,0.0011830923299027461,0.007932096302757048
1398,Cytoplasm_Granularity_11_ER,3.809076012155495,0.0010211757017693024,0.006945171919814275
1399,Cytoplasm_Granularity_11_Mito,3.2398915000395405,0.00375824455331544,0.020967983796275267
1400,Cytoplasm_Granularity_11_RNA,5.205658675494297,4.1375000686778125e-05,0.0004683213506992632
1401,Cytoplasm_Granularity_12_AGP,4.546272703863422,0.0001715546096833911,0.0015723063256419534
1403,Cytoplasm_Granularity_12_ER,3.51459775598016,0.0020715290235442468,0.012831518361061476
1404,Cytoplasm_Granularity_12_Mito,2.793673832979908,0.01037817732921908,0.04826108078218133
1405,Cytoplasm_Granularity_12_RNA,4.61750738928081,0.00012768715297874428,0.0012325171227151326
1406,Cytoplasm_Granularity_13_AGP,4.708203600216602,0.00010517131408294372,0.0010517131408294372
1408,Cytoplasm_Granularity_13_ER,2.8263450181401595,0.009809425444655193,0.046162002092495026
1410,Cytoplasm_Granularity_13_RNA,4.14641705748913,0.00039193105779015795,0.0031676619739204547
1411,Cytoplasm_Granularity_14_AGP,3.1032093266475895,0.005394711458536512,0.02846571470050749
1415,Cytoplasm_Granularity_14_RNA,3.5920301421084435,0.0015466382921474628,0.009932153386307516
1416,Cytoplasm_Granularity_15_AGP,2.9484165491242034,0.007718980305990196,0.03827057462633794
1431,Cytoplasm_Granularity_2_AGP,-2.860054647653127,0.009899677327886672,0.04644816520656701
1454,Cytoplasm_Granularity_6_Mito,3.7119185814307873,0.0012152873505842183,0.008092380670773228
1455,Cytoplasm_Granularity_6_RNA,3.0405020647714465,0.007477986865271577,0.037271486804732676
1458,Cytoplasm_Granularity_7_ER,3.510518616299275,0.0022904255159970615,0.013931454169466664
1459,Cytoplasm_Granularity_7_Mito,4.437959117365384,0.0003392982098553583,0.002780360330759186
1460,Cytoplasm_Granularity_7_RNA,4.10923347984214,0.0005493982044215414,0.004189272253424354
1463,Cytoplasm_Granularity_8_ER,3.723799542235516,0.0011604872546631237,0.007813837149800204
1464,Cytoplasm_Granularity_8_Mito,3.7599798309580414,0.0013031441202992359,0.008566629871605004
1465,Cytoplasm_Granularity_8_RNA,4.778476811335671,8.61558772110587e-05,0.0008878946297733562
1468,Cytoplasm_Granularity_9_ER,4.22320841990826,0.00032338897686770546,0.0026685244245027444
1469,Cytoplasm_Granularity_9_Mito,3.67312626704517,0.0015320799019360063,0.00990537349194337
1470,Cytoplasm_Granularity_9_RNA,5.481091086102373,1.5928325745115137e-05,0.00021118454358691978
1523,Cytoplasm_Intensity_MinIntensityEdge_ER,-3.4643054408507807,0.0021209475210590355,0.01305198474497868
1528,Cytoplasm_Intensity_MinIntensity_ER,-3.3834083767439695,0.0025752655388818443,0.015289626847197868
1535,Cytoplasm_Intensity_StdIntensityEdge_RNA,3.049360567804831,0.005761388781281695,0.02988447705759856
1549,Cytoplasm_RadialDistribution_FracAtD_AGP_3of4,3.7022524269720734,0.0012086684546126548,0.008080616297127098
1550,Cytoplasm_RadialDistribution_FracAtD_AGP_4of4,-3.136175640676362,0.004833556104694213,0.025808127617824306
1556,Cytoplasm_RadialDistribution_FracAtD_ER_2of4,3.107898143065428,0.005048772616085579,0.0268056318874285
1557,Cytoplasm_RadialDistribution_FracAtD_ER_3of4,5.5660849846346006,1.6345524976838937e-05,0.00021550524550469216
1558,Cytoplasm_RadialDistribution_FracAtD_ER_4of4,-4.935418654701619,7.7896064974228e-05,0.0008188628656533545
1561,Cytoplasm_RadialDistribution_FracAtD_Mito_3of4,4.4278409502593385,0.0002319533938021166,0.0020236968923216087
1562,Cytoplasm_RadialDistribution_FracAtD_Mito_4of4,-3.3369371631204197,0.0037307151154228778,0.020888464228702233
1563,Cytoplasm_RadialDistribution_FracAtD_RNA_1of4,3.3908856976106847,0.0025146423955174978,0.015058073374086954
1564,Cytoplasm_RadialDistribution_FracAtD_RNA_2of4,4.392568742254786,0.00024333447190032695,0.0021112843885469543
1565,Cytoplasm_RadialDistribution_FracAtD_RNA_3of4,5.927369283146338,6.866355495967362e-06,0.00010986168793547779
1566,Cytoplasm_RadialDistribution_FracAtD_RNA_4of4,-5.685486881289336,1.549007201001372e-05,0.00020773304074945693
1567,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_10of16,3.221071102224253,0.004159072318802388,0.02261615362298073
1569,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_11of16,6.123122250820938,5.796278286692018e-06,9.77086911185226e-05
1571,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_12of16,6.500929827790939,1.3094846183015247e-06,2.822268218439816e-05
1574,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_13of20,4.8635528027923165,9.697024627716935e-05,0.0009779905180090584
1575,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_14of16,-3.668129396762714,0.001535366790451378,0.00990537349194337
1576,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_14of20,6.59977577430849,1.7117399774594081e-06,3.543602058600178e-05
1578,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_15of20,6.266061418591398,2.215968599807276e-06,4.394694029869891e-05
1579,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_16of16,-2.8810946956944212,0.01080957631134989,0.049359835217134274
1581,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_17of20,-3.4406448990047416,0.0023169625092024863,0.014037567412365162
1582,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_18of20,-4.0569557424539155,0.0007457242593056274,0.0053902274179518555
1584,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_1of16,-5.293208912056125,0.0001424754162171239,0.0013476632556008513
1585,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_1of20,-5.293209008062637,0.00014247538915057386,0.0013476632556008513
1586,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_20of20,-3.4926525516640243,0.0031032409799252886,0.017862557835667515
1593,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_5of16,4.8033054218872735,0.0002688307309167218,0.002265859017726655
1596,Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_6of20,2.9482348363809887,0.010571555757509978,0.04863327794877885
1604,Cytoplasm_RadialDistribution_MeanFrac_AGP_1of4,-3.467273678031059,0.002611270559344112,0.015445109072812291
1605,Cytoplasm_RadialDistribution_MeanFrac_AGP_2of4,-2.9846209333314353,0.007476696656186118,0.037271486804732676
1616,Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4,-4.105533352616733,0.00043318277185828866,0.003442125729244314
1617,Cytoplasm_RadialDistribution_MeanFrac_Mito_2of4,-2.779640406455805,0.0107072584214922,0.049066271601401146
1624,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_10of16,4.2911696929871574,0.000447686261787354,0.0035394960730926483
1626,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_11of16,4.475158124617239,0.00022771654230745238,0.0019904112586873616
1630,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_13of16,-3.3748457793277673,0.002741589191116383,0.016063509963183484
1631,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_13of20,6.319896407780838,2.6960259616986804e-06,5.15192005636347e-05
1634,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_15of16,3.685225309663466,0.0012800731524278536,0.008427247128941643
1637,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_16of20,-3.401719246860865,0.0026094760862197847,0.015445109072812291
1640,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_19of20,7.803041356610863,6.823864028646309e-08,2.7048799849057086e-06
1643,Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_20of20,-4.1162986800596855,0.0005159435769531237,0.003979654521171318
1662,Cytoplasm_RadialDistribution_RadialCV_AGP_2of4,3.3172400873593006,0.00381213296887603,0.02124352728818756
1663,Cytoplasm_RadialDistribution_RadialCV_AGP_3of4,3.425754224164433,0.004082698771957251,0.02222645698228169
1669,Cytoplasm_RadialDistribution_RadialCV_ER_1of4,3.6121730193976864,0.0016809261499419138,0.01064962607748434
1670,Cytoplasm_RadialDistribution_RadialCV_ER_2of4,4.309153928353079,0.00032842502533309004,0.002705350994017775
1671,Cytoplasm_RadialDistribution_RadialCV_ER_3of4,4.653052874986336,0.00014164720230899368,0.001345220915288632
1672,Cytoplasm_RadialDistribution_RadialCV_ER_4of4,3.0503380247801615,0.005790865096978256,0.029970266729975183
1675,Cytoplasm_RadialDistribution_RadialCV_Mito_3of4,4.782631871617888,8.44804564466445e-05,0.0008725333794926959
1676,Cytoplasm_RadialDistribution_RadialCV_Mito_4of4,3.2402169219753487,0.003635272294718528,0.020499982354924076
1677,Cytoplasm_RadialDistribution_RadialCV_RNA_1of4,7.119416741578972,1.5715805909932266e-06,3.296826839772458e-05
1678,Cytoplasm_RadialDistribution_RadialCV_RNA_2of4,8.23659541453557,2.3369800260061075e-07,7.60727291224057e-06
1679,Cytoplasm_RadialDistribution_RadialCV_RNA_3of4,7.660065877813478,4.3376061744524684e-07,1.2114497717997428e-05
1680,Cytoplasm_RadialDistribution_RadialCV_RNA_4of4,4.33518577798389,0.00027748082285967507,0.002334598010512774
1681,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_10of16,5.433231131591467,2.2161621082740982e-05,0.0002796867687447525
1683,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_11of16,9.089211562821522,4.509627379556644e-09,2.764343017078878e-07
1685,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_12of16,7.7248582263218175,8.585001530238794e-08,3.2416965778181686e-06
1686,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_12of20,3.169290622256125,0.0055041374214853285,0.0288661429215675
1687,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_13of16,8.781661235283709,1.1641631589716179e-08,6.038296824556084e-07
1688,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_13of20,6.848415482868916,8.524160705353738e-07,2.0739195118180228e-05
1689,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_14of16,7.037940360238225,8.760380832278091e-07,2.0934270578661598e-05
1690,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_14of20,10.111962939650786,1.4996554029972016e-09,1.2152088817870842e-07
1691,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_15of16,5.129908342974642,7.540116428627177e-05,0.0007961823164009009
1692,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_15of20,7.8206894369890305,7.461814089244113e-08,2.8868657787895258e-06
1694,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_16of20,9.185309512337328,5.756051630581568e-09,3.439058695739874e-07
1695,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_17of20,7.221290382395837,7.334840971923994e-07,1.8513609298118314e-05
1696,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_18of20,6.289494824348627,5.548891488368881e-06,9.464564531976027e-05
1697,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_19of20,4.108673729872289,0.0007437657249047298,0.005384316290721358
1705,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_4of16,-7.223165322540796,6.196324741988497e-06,0.00010261983432345862
1708,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_5of20,-4.432082999154261,0.000666548244996026,0.004908124362529239
1709,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_6of16,-3.1049225449086904,0.009591627533123091,0.04518211772089919
1710,Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_6of20,-3.6240179135451367,0.003108656921328466,0.017871937477064996
1842,Cytoplasm_Texture_Correlation_AGP_3_00_256,5.546749691629397,1.2283053563891506e-05,0.00017515411728570365
1843,Cytoplasm_Texture_Correlation_AGP_3_01_256,5.362610264838498,1.9820103156249036e-05,0.00025560351611337553
1844,Cytoplasm_Texture_Correlation_AGP_3_02_256,5.602675869930425,1.1215491011663108e-05,0.00016468726773229389
1845,Cytoplasm_Texture_Correlation_AGP_3_03_256,4.725509636706362,9.901672027724802e-05,0.0009943806802310865
1846,Cytoplasm_Texture_Correlation_AGP_5_00_256,3.890957975944254,0.0007430009106632142,0.005384316290721358
1847,Cytoplasm_Texture_Correlation_AGP_5_01_256,3.827508313890976,0.0008644829612763337,0.006081012782748577
1848,Cytoplasm_Texture_Correlation_AGP_5_02_256,4.765833585876687,9.408567498450806e-05,0.000955020184788985
1849,Cytoplasm_Texture_Correlation_AGP_5_03_256,3.0424251428684634,0.005898413641085641,0.03044485791217089
1853,Cytoplasm_Texture_Correlation_DNA_10_03_256,-3.073731706036026,0.007700519764950887,0.03821919378608642
1865,Cytoplasm_Texture_Correlation_ER_10_03_256,-3.2790344013378494,0.0036764876341908604,0.020658359087358167
1866,Cytoplasm_Texture_Correlation_ER_3_00_256,5.402742149446065,2.7743545887542863e-05,0.00033924750411710444
1867,Cytoplasm_Texture_Correlation_ER_3_01_256,4.262400611051865,0.0006647029729107706,0.004908124362529239
1868,Cytoplasm_Texture_Correlation_ER_3_02_256,6.163488226888509,1.1235021230889539e-05,0.00016468726773229389
1869,Cytoplasm_Texture_Correlation_ER_3_03_256,4.342645556312653,0.0005271373215376673,0.004058871382802267
1870,Cytoplasm_Texture_Correlation_ER_5_00_256,2.992225645496838,0.008381196472633268,0.04075984070305031
1872,Cytoplasm_Texture_Correlation_ER_5_02_256,3.0332470102547915,0.008419161108155644,0.040841151521577225
1878,Cytoplasm_Texture_Correlation_Mito_3_00_256,6.271074628838509,2.506070423526821e-06,4.828021387365957e-05
1879,Cytoplasm_Texture_Correlation_Mito_3_01_256,5.137307697706256,3.767399463184493e-05,0.0004347707937953743
1880,Cytoplasm_Texture_Correlation_Mito_3_02_256,4.831086815443603,7.111218078389154e-05,0.0007576737997741942
1881,Cytoplasm_Texture_Correlation_Mito_3_03_256,5.0764062530053105,3.864746949307358e-05,0.00044297871021968066
1882,Cytoplasm_Texture_Correlation_Mito_5_00_256,4.925581370162306,6.549462602668051e-05,0.0007041791226558815
1883,Cytoplasm_Texture_Correlation_Mito_5_01_256,3.4401470202581392,0.002402559220731765,0.01444596117433622
1884,Cytoplasm_Texture_Correlation_Mito_5_02_256,4.0719482924182415,0.0004706172912591492,0.003677671547588053
1885,Cytoplasm_Texture_Correlation_Mito_5_03_256,3.332642379918038,0.002905506183731603,0.01688914924533641
1889,Cytoplasm_Texture_Correlation_RNA_10_03_256,-3.8674754286833033,0.0009367758522060844,0.0064927783001655194
1890,Cytoplasm_Texture_Correlation_RNA_3_00_256,9.361024223262662,4.056326277219264e-09,2.5527813371299903e-07
